condition,row_index,predicted_class,node_id,depth,is_leaf,feature,feature_group,transformed_value,operator,threshold
B_DECISION_TREE,43,1,1,1,False,low,textual,0.0,<=,0.0819011889398098
B_DECISION_TREE,43,1,2,2,False,body,textual,0.0,<=,0.11443183571100235
B_DECISION_TREE,43,1,3,3,False,pay attention,textual,0.0,<=,0.13475611060857773
B_DECISION_TREE,43,1,4,4,False,sep,textual,0.038749793579425804,>,0.024572113528847694
B_DECISION_TREE,43,1,6,5,True,,,,leaf,
B_DECISION_TREE,46,1,0,0,False,ve,textual,0.0,<=,0.09965021163225174
B_DECISION_TREE,46,1,1,1,False,low,textual,0.0,<=,0.0819011889398098
B_DECISION_TREE,46,1,2,2,False,body,textual,0.0,<=,0.11443183571100235
B_DECISION_TREE,46,1,3,3,False,pay attention,textual,0.0,<=,0.13475611060857773
B_DECISION_TREE,46,1,4,4,False,sep,textual,0.0320953810952262,>,0.024572113528847694
B_DECISION_TREE,46,1,6,5,True,,,,leaf,
B_DECISION_TREE,53,1,0,0,False,ve,textual,0.0,<=,0.09965021163225174
B_DECISION_TREE,53,1,1,1,False,low,textual,0.0,<=,0.0819011889398098
B_DECISION_TREE,53,1,2,2,False,body,textual,0.0,<=,0.11443183571100235
B_DECISION_TREE,53,1,3,3,False,pay attention,textual,0.0,<=,0.13475611060857773
B_DECISION_TREE,53,1,4,4,False,sep,textual,0.05971719727683969,>,0.024572113528847694
B_DECISION_TREE,53,1,6,5,True,,,,leaf,
B_DECISION_TREE,58,1,0,0,False,ve,textual,0.0,<=,0.09965021163225174
B_DECISION_TREE,58,1,1,1,False,low,textual,0.0,<=,0.0819011889398098
B_DECISION_TREE,58,1,2,2,False,body,textual,0.0,<=,0.11443183571100235
B_DECISION_TREE,58,1,3,3,False,pay attention,textual,0.0,<=,0.13475611060857773
B_DECISION_TREE,58,1,4,4,False,sep,textual,0.042989005688208216,>,0.024572113528847694
B_DECISION_TREE,58,1,6,5,True,,,,leaf,
B_DECISION_TREE,61,1,0,0,False,ve,textual,0.2123149314161155,>,0.09965021163225174
B_DECISION_TREE,61,1,16,1,False,hedge_score,handcrafted_linguistic,5.763688564300537,>,3.3558558225631714
B_DECISION_TREE,61,1,26,2,False,feeling,textual,0.0,<=,0.05100313946604729
B_DECISION_TREE,61,1,27,3,True,,,,leaf,
B_DECISION_TREE,69,1,0,0,False,ve,textual,0.0,<=,0.09965021163225174
B_DECISION_TREE,69,1,1,1,False,low,textual,0.0,<=,0.0819011889398098
B_DECISION_TREE,69,1,2,2,False,body,textual,0.0,<=,0.11443183571100235
B_DECISION_TREE,69,1,3,3,False,pay attention,textual,0.0,<=,0.13475611060857773
B_DECISION_TREE,69,1,4,4,False,sep,textual,0.028389396940737752,>,0.024572113528847694
B_DECISION_TREE,69,1,6,5,True,,,,leaf,
B_DECISION_TREE,70,1,0,0,False,ve,textual,0.0,<=,0.09965021163225174
B_DECISION_TREE,70,1,1,1,False,low,textual,0.0,<=,0.0819011889398098
B_DECISION_TREE,70,1,2,2,False,body,textual,0.0,<=,0.11443183571100235
B_DECISION_TREE,70,1,3,3,False,pay attention,textual,0.0,<=,0.13475611060857773
B_DECISION_TREE,70,1,4,4,False,sep,textual,0.061197497247319606,>,0.024572113528847694
B_DECISION_TREE,70,1,6,5,True,,,,leaf,
B_DECISION_TREE,72,1,0,0,False,ve,textual,0.0,<=,0.09965021163225174
B_DECISION_TREE,72,1,1,1,False,low,textual,0.0,<=,0.0819011889398098
B_DECISION_TREE,72,1,2,2,False,body,textual,0.0,<=,0.11443183571100235
B_DECISION_TREE,72,1,3,3,False,pay attention,textual,0.0,<=,0.13475611060857773
B_DECISION_TREE,72,1,4,4,False,sep,textual,0.026433082369184704,>,0.024572113528847694
B_DECISION_TREE,72,1,6,5,True,,,,leaf,
B_DECISION_TREE,76,1,0,0,False,ve,textual,0.0,<=,0.09965021163225174
B_DECISION_TREE,76,1,1,1,False,low,textual,0.0,<=,0.0819011889398098
B_DECISION_TREE,76,1,2,2,False,body,textual,0.0,<=,0.11443183571100235
B_DECISION_TREE,76,1,3,3,False,pay attention,textual,0.0,<=,0.13475611060857773
B_DECISION_TREE,76,1,4,4,False,sep,textual,0.02619809850294715,>,0.024572113528847694
B_DECISION_TREE,76,1,6,5,True,,,,leaf,
B_DECISION_TREE,82,1,0,0,False,ve,textual,0.0,<=,0.09965021163225174
B_DECISION_TREE,82,1,1,1,False,low,textual,0.0,<=,0.0819011889398098
B_DECISION_TREE,82,1,2,2,False,body,textual,0.0,<=,0.11443183571100235
B_DECISION_TREE,82,1,3,3,False,pay attention,textual,0.0,<=,0.13475611060857773
B_DECISION_TREE,82,1,4,4,False,sep,textual,0.05343330117015544,>,0.024572113528847694
B_DECISION_TREE,82,1,6,5,True,,,,leaf,
B_DECISION_TREE,86,1,0,0,False,ve,textual,0.0,<=,0.09965021163225174
B_DECISION_TREE,86,1,1,1,False,low,textual,0.0,<=,0.0819011889398098
B_DECISION_TREE,86,1,2,2,False,body,textual,0.0,<=,0.11443183571100235
B_DECISION_TREE,86,1,3,3,False,pay attention,textual,0.0,<=,0.13475611060857773
B_DECISION_TREE,86,1,4,4,False,sep,textual,0.05138050831360549,>,0.024572113528847694
B_DECISION_TREE,86,1,6,5,True,,,,leaf,
B_DECISION_TREE,88,1,0,0,False,ve,textual,0.0,<=,0.09965021163225174
B_DECISION_TREE,88,1,1,1,False,low,textual,0.0,<=,0.0819011889398098
B_DECISION_TREE,88,1,2,2,False,body,textual,0.0,<=,0.11443183571100235
B_DECISION_TREE,88,1,3,3,False,pay attention,textual,0.0,<=,0.13475611060857773
B_DECISION_TREE,88,1,4,4,False,sep,textual,0.05183326724526863,>,0.024572113528847694
B_DECISION_TREE,88,1,6,5,True,,,,leaf,
B_DECISION_TREE,90,1,0,0,False,ve,textual,0.0,<=,0.09965021163225174
B_DECISION_TREE,90,1,1,1,False,low,textual,0.0,<=,0.0819011889398098
B_DECISION_TREE,90,1,2,2,False,body,textual,0.0,<=,0.11443183571100235
B_DECISION_TREE,90,1,3,3,False,pay attention,textual,0.0,<=,0.13475611060857773
B_DECISION_TREE,90,1,4,4,False,sep,textual,0.050358439989820154,>,0.024572113528847694
B_DECISION_TREE,90,1,6,5,True,,,,leaf,
B_DECISION_TREE,95,4,0,0,False,ve,textual,0.0,<=,0.09965021163225174
B_DECISION_TREE,95,4,1,1,False,low,textual,0.0,<=,0.0819011889398098
B_DECISION_TREE,95,4,2,2,False,body,textual,0.0,<=,0.11443183571100235
B_DECISION_TREE,95,4,3,3,False,pay attention,textual,0.13865402711288344,>,0.13475611060857773
B_DECISION_TREE,95,4,7,4,True,,,,leaf,
B_DECISION_TREE,97,4,0,0,False,ve,textual,0.0,<=,0.09965021163225174
B_DECISION_TREE,97,4,1,1,False,low,textual,0.0,<=,0.0819011889398098
B_DECISION_TREE,97,4,2,2,False,body,textual,0.3100156098050147,>,0.11443183571100235
B_DECISION_TREE,97,4,8,3,False,like,textual,0.0,<=,0.027511145919561386
B_DECISION_TREE,97,4,9,4,False,feel,textual,0.0,<=,0.04524404928088188
B_DECISION_TREE,97,4,10,5,True,,,,leaf,
B_DECISION_TREE,100,1,0,0,False,ve,textual,0.0,<=,0.09965021163225174
B_DECISION_TREE,100,1,1,1,False,low,textual,0.0,<=,0.0819011889398098
B_DECISION_TREE,100,1,2,2,False,body,textual,0.0,<=,0.11443183571100235
B_DECISION_TREE,100,1,3,3,False,pay attention,textual,0.0,<=,0.13475611060857773
B_DECISION_TREE,100,1,4,4,False,sep,textual,0.032384850751698016,>,0.024572113528847694
B_DECISION_TREE,100,1,6,5,True,,,,leaf,
B_DECISION_TREE,106,1,0,0,False,ve,textual,0.0,<=,0.09965021163225174
B_DECISION_TREE,106,1,1,1,False,low,textual,0.0,<=,0.0819011889398098
B_DECISION_TREE,106,1,2,2,False,body,textual,0.0,<=,0.11443183571100235
B_DECISION_TREE,106,1,3,3,False,pay attention,textual,0.0,<=,0.13475611060857773
B_DECISION_TREE,106,1,4,4,False,sep,textual,0.0460365657349917,>,0.024572113528847694
B_DECISION_TREE,106,1,6,5,True,,,,leaf,
B_DECISION_TREE,107,1,0,0,False,ve,textual,0.0,<=,0.09965021163225174
B_DECISION_TREE,107,1,1,1,False,low,textual,0.0,<=,0.0819011889398098
B_DECISION_TREE,107,1,2,2,False,body,textual,0.0,<=,0.11443183571100235
B_DECISION_TREE,107,1,3,3,False,pay attention,textual,0.0,<=,0.13475611060857773
B_DECISION_TREE,107,1,4,4,False,sep,textual,0.12065362363390902,>,0.024572113528847694
B_DECISION_TREE,107,1,6,5,True,,,,leaf,
B_DECISION_TREE,114,1,0,0,False,ve,textual,0.0,<=,0.09965021163225174
B_DECISION_TREE,114,1,1,1,False,low,textual,0.0,<=,0.0819011889398098
B_DECISION_TREE,114,1,2,2,False,body,textual,0.0,<=,0.11443183571100235
B_DECISION_TREE,114,1,3,3,False,pay attention,textual,0.0,<=,0.13475611060857773
B_DECISION_TREE,114,1,4,4,False,sep,textual,0.08777788949207256,>,0.024572113528847694
B_DECISION_TREE,114,1,6,5,True,,,,leaf,
B_DECISION_TREE,120,1,0,0,False,ve,textual,0.07539039990447517,<=,0.09965021163225174
B_DECISION_TREE,120,1,1,1,False,low,textual,0.0,<=,0.0819011889398098
B_DECISION_TREE,120,1,2,2,False,body,textual,0.0,<=,0.11443183571100235
B_DECISION_TREE,120,1,3,3,False,pay attention,textual,0.0,<=,0.13475611060857773
B_DECISION_TREE,120,1,4,4,False,sep,textual,0.028778893271331926,>,0.024572113528847694
B_DECISION_TREE,120,1,6,5,True,,,,leaf,
B_DECISION_TREE,124,1,0,0,False,ve,textual,0.0,<=,0.09965021163225174
B_DECISION_TREE,124,1,1,1,False,low,textual,0.0,<=,0.0819011889398098
B_DECISION_TREE,124,1,2,2,False,body,textual,0.0,<=,0.11443183571100235
B_DECISION_TREE,124,1,3,3,False,pay attention,textual,0.12732834565710371,<=,0.13475611060857773
B_DECISION_TREE,124,1,4,4,False,sep,textual,0.030289141010188717,>,0.024572113528847694
B_DECISION_TREE,124,1,6,5,True,,,,leaf,
B_DECISION_TREE,136,2,0,0,False,ve,textual,0.0,<=,0.09965021163225174
B_DECISION_TREE,136,2,1,1,False,low,textual,0.0,<=,0.0819011889398098
B_DECISION_TREE,136,2,2,2,False,body,textual,0.0,<=,0.11443183571100235
B_DECISION_TREE,136,2,3,3,False,pay attention,textual,0.0,<=,0.13475611060857773
B_DECISION_TREE,136,2,4,4,False,sep,textual,0.023333324816261564,<=,0.024572113528847694
B_DECISION_TREE,136,2,5,5,True,,,,leaf,
B_DECISION_TREE,138,1,0,0,False,ve,textual,0.0,<=,0.09965021163225174
B_DECISION_TREE,138,1,1,1,False,low,textual,0.0,<=,0.0819011889398098
B_DECISION_TREE,138,1,2,2,False,body,textual,0.0,<=,0.11443183571100235
B_DECISION_TREE,138,1,3,3,False,pay attention,textual,0.0,<=,0.13475611060857773
B_DECISION_TREE,138,1,4,4,False,sep,textual,0.039874039503635994,>,0.024572113528847694
B_DECISION_TREE,138,1,6,5,True,,,,leaf,
B_DECISION_TREE,142,1,0,0,False,ve,textual,0.0,<=,0.09965021163225174
B_DECISION_TREE,142,1,1,1,False,low,textual,0.0,<=,0.0819011889398098
B_DECISION_TREE,142,1,2,2,False,body,textual,0.0,<=,0.11443183571100235
B_DECISION_TREE,142,1,3,3,False,pay attention,textual,0.0,<=,0.13475611060857773
B_DECISION_TREE,142,1,4,4,False,sep,textual,0.06711114314991051,>,0.024572113528847694
B_DECISION_TREE,142,1,6,5,True,,,,leaf,
B_DECISION_TREE,149,1,0,0,False,ve,textual,0.08510928167120617,<=,0.09965021163225174
B_DECISION_TREE,149,1,1,1,False,low,textual,0.0,<=,0.0819011889398098
B_DECISION_TREE,149,1,2,2,False,body,textual,0.0,<=,0.11443183571100235
B_DECISION_TREE,149,1,3,3,False,pay attention,textual,0.0,<=,0.13475611060857773
B_DECISION_TREE,149,1,4,4,False,sep,textual,0.03248889695132093,>,0.024572113528847694
B_DECISION_TREE,149,1,6,5,True,,,,leaf,
B_DECISION_TREE,160,4,0,0,False,ve,textual,0.0,<=,0.09965021163225174
B_DECISION_TREE,160,4,1,1,False,low,textual,0.0,<=,0.0819011889398098
B_DECISION_TREE,160,4,2,2,False,body,textual,0.14082116592114888,>,0.11443183571100235
B_DECISION_TREE,160,4,8,3,False,like,textual,0.0,<=,0.027511145919561386
B_DECISION_TREE,160,4,9,4,False,feel,textual,0.0,<=,0.04524404928088188
B_DECISION_TREE,160,4,10,5,True,,,,leaf,
B_DECISION_TREE,167,1,0,0,False,ve,textual,0.0,<=,0.09965021163225174
B_DECISION_TREE,167,1,1,1,False,low,textual,0.0,<=,0.0819011889398098
B_DECISION_TREE,167,1,2,2,False,body,textual,0.0,<=,0.11443183571100235
B_DECISION_TREE,167,1,3,3,False,pay attention,textual,0.0,<=,0.13475611060857773
B_DECISION_TREE,167,1,4,4,False,sep,textual,0.03315651728971923,>,0.024572113528847694
B_DECISION_TREE,167,1,6,5,True,,,,leaf,
B_DECISION_TREE,178,1,0,0,False,ve,textual,0.0,<=,0.09965021163225174
B_DECISION_TREE,178,1,1,1,False,low,textual,0.0,<=,0.0819011889398098
B_DECISION_TREE,178,1,2,2,False,body,textual,0.0,<=,0.11443183571100235
B_DECISION_TREE,178,1,3,3,False,pay attention,textual,0.0,<=,0.13475611060857773
B_DECISION_TREE,178,1,4,4,False,sep,textual,0.0732006271658439,>,0.024572113528847694
B_DECISION_TREE,178,1,6,5,True,,,,leaf,
B_DECISION_TREE,180,1,0,0,False,ve,textual,0.0,<=,0.09965021163225174
B_DECISION_TREE,180,1,1,1,False,low,textual,0.0,<=,0.0819011889398098
B_DECISION_TREE,180,1,2,2,False,body,textual,0.0,<=,0.11443183571100235
B_DECISION_TREE,180,1,3,3,False,pay attention,textual,0.0,<=,0.13475611060857773
B_DECISION_TREE,180,1,4,4,False,sep,textual,0.04701321376429827,>,0.024572113528847694
B_DECISION_TREE,180,1,6,5,True,,,,leaf,
B_DECISION_TREE,182,1,0,0,False,ve,textual,0.0,<=,0.09965021163225174
B_DECISION_TREE,182,1,1,1,False,low,textual,0.0,<=,0.0819011889398098
B_DECISION_TREE,182,1,2,2,False,body,textual,0.0,<=,0.11443183571100235
B_DECISION_TREE,182,1,3,3,False,pay attention,textual,0.0,<=,0.13475611060857773
B_DECISION_TREE,182,1,4,4,False,sep,textual,0.07502968773760949,>,0.024572113528847694
B_DECISION_TREE,182,1,6,5,True,,,,leaf,
B_DECISION_TREE,195,1,0,0,False,ve,textual,0.0,<=,0.09965021163225174
B_DECISION_TREE,195,1,1,1,False,low,textual,0.0,<=,0.0819011889398098
B_DECISION_TREE,195,1,2,2,False,body,textual,0.0,<=,0.11443183571100235
B_DECISION_TREE,195,1,3,3,False,pay attention,textual,0.0,<=,0.13475611060857773
B_DECISION_TREE,195,1,4,4,False,sep,textual,0.04764974560489564,>,0.024572113528847694
B_DECISION_TREE,195,1,6,5,True,,,,leaf,
B_DECISION_TREE,205,1,0,0,False,ve,textual,0.0,<=,0.09965021163225174
B_DECISION_TREE,205,1,1,1,False,low,textual,0.0,<=,0.0819011889398098
B_DECISION_TREE,205,1,2,2,False,body,textual,0.0,<=,0.11443183571100235
B_DECISION_TREE,205,1,3,3,False,pay attention,textual,0.0,<=,0.13475611060857773
B_DECISION_TREE,205,1,4,4,False,sep,textual,0.039162626138759156,>,0.024572113528847694
B_DECISION_TREE,205,1,6,5,True,,,,leaf,
B_DECISION_TREE,207,1,0,0,False,ve,textual,0.0,<=,0.09965021163225174
B_DECISION_TREE,207,1,1,1,False,low,textual,0.0,<=,0.0819011889398098
B_DECISION_TREE,207,1,2,2,False,body,textual,0.0,<=,0.11443183571100235
B_DECISION_TREE,207,1,3,3,False,pay attention,textual,0.0,<=,0.13475611060857773
B_DECISION_TREE,207,1,4,4,False,sep,textual,0.0430129782312674,>,0.024572113528847694
B_DECISION_TREE,207,1,6,5,True,,,,leaf,
B_DECISION_TREE,215,2,0,0,False,ve,textual,0.0,<=,0.09965021163225174
B_DECISION_TREE,215,2,1,1,False,low,textual,0.0,<=,0.0819011889398098
B_DECISION_TREE,215,2,2,2,False,body,textual,0.06962155030432722,<=,0.11443183571100235
B_DECISION_TREE,215,2,3,3,False,pay attention,textual,0.0,<=,0.13475611060857773
B_DECISION_TREE,215,2,4,4,False,sep,textual,0.020520188120914468,<=,0.024572113528847694
B_DECISION_TREE,215,2,5,5,True,,,,leaf,
B_DECISION_TREE,219,1,0,0,False,ve,textual,0.0,<=,0.09965021163225174
B_DECISION_TREE,219,1,1,1,False,low,textual,0.0,<=,0.0819011889398098
B_DECISION_TREE,219,1,2,2,False,body,textual,0.0,<=,0.11443183571100235
B_DECISION_TREE,219,1,3,3,False,pay attention,textual,0.0,<=,0.13475611060857773
B_DECISION_TREE,219,1,4,4,False,sep,textual,0.04272463234739741,>,0.024572113528847694
B_DECISION_TREE,219,1,6,5,True,,,,leaf,
B_DECISION_TREE,224,1,0,0,False,ve,textual,0.0,<=,0.09965021163225174
B_DECISION_TREE,224,1,1,1,False,low,textual,0.0,<=,0.0819011889398098
B_DECISION_TREE,224,1,2,2,False,body,textual,0.0,<=,0.11443183571100235
B_DECISION_TREE,224,1,3,3,False,pay attention,textual,0.0,<=,0.13475611060857773
B_DECISION_TREE,224,1,4,4,False,sep,textual,0.06380432582202153,>,0.024572113528847694
B_DECISION_TREE,224,1,6,5,True,,,,leaf,
B_DECISION_TREE,228,1,0,0,False,ve,textual,0.0,<=,0.09965021163225174
B_DECISION_TREE,228,1,1,1,False,low,textual,0.0,<=,0.0819011889398098
B_DECISION_TREE,228,1,2,2,False,body,textual,0.0,<=,0.11443183571100235
B_DECISION_TREE,228,1,3,3,False,pay attention,textual,0.0,<=,0.13475611060857773
B_DECISION_TREE,228,1,4,4,False,sep,textual,0.058534021889991815,>,0.024572113528847694
B_DECISION_TREE,228,1,6,5,True,,,,leaf,
B_DECISION_TREE,229,1,0,0,False,ve,textual,0.0,<=,0.09965021163225174
B_DECISION_TREE,229,1,1,1,False,low,textual,0.0,<=,0.0819011889398098
B_DECISION_TREE,229,1,2,2,False,body,textual,0.0,<=,0.11443183571100235
B_DECISION_TREE,229,1,3,3,False,pay attention,textual,0.0,<=,0.13475611060857773
B_DECISION_TREE,229,1,4,4,False,sep,textual,0.06672681263798248,>,0.024572113528847694
B_DECISION_TREE,229,1,6,5,True,,,,leaf,
B_DECISION_TREE,230,1,0,0,False,ve,textual,0.0,<=,0.09965021163225174
B_DECISION_TREE,230,1,1,1,False,low,textual,0.0,<=,0.0819011889398098
B_DECISION_TREE,230,1,2,2,False,body,textual,0.0,<=,0.11443183571100235
B_DECISION_TREE,230,1,3,3,False,pay attention,textual,0.0,<=,0.13475611060857773
B_DECISION_TREE,230,1,4,4,False,sep,textual,0.02969881022932057,>,0.024572113528847694
B_DECISION_TREE,230,1,6,5,True,,,,leaf,
B_DECISION_TREE,233,1,0,0,False,ve,textual,0.0,<=,0.09965021163225174
B_DECISION_TREE,233,1,1,1,False,low,textual,0.0,<=,0.0819011889398098
B_DECISION_TREE,233,1,2,2,False,body,textual,0.0,<=,0.11443183571100235
B_DECISION_TREE,233,1,3,3,False,pay attention,textual,0.0,<=,0.13475611060857773
B_DECISION_TREE,233,1,4,4,False,sep,textual,0.050934085568756206,>,0.024572113528847694
B_DECISION_TREE,233,1,6,5,True,,,,leaf,
B_DECISION_TREE,236,1,0,0,False,ve,textual,0.0,<=,0.09965021163225174
B_DECISION_TREE,236,1,1,1,False,low,textual,0.0,<=,0.0819011889398098
B_DECISION_TREE,236,1,2,2,False,body,textual,0.0,<=,0.11443183571100235
B_DECISION_TREE,236,1,3,3,False,pay attention,textual,0.0,<=,0.13475611060857773
B_DECISION_TREE,236,1,4,4,False,sep,textual,0.02567266375207768,>,0.024572113528847694
B_DECISION_TREE,236,1,6,5,True,,,,leaf,
B_DECISION_TREE,238,1,0,0,False,ve,textual,0.0,<=,0.09965021163225174
B_DECISION_TREE,238,1,1,1,False,low,textual,0.0,<=,0.0819011889398098
B_DECISION_TREE,238,1,2,2,False,body,textual,0.0,<=,0.11443183571100235
B_DECISION_TREE,238,1,3,3,False,pay attention,textual,0.0,<=,0.13475611060857773
B_DECISION_TREE,238,1,4,4,False,sep,textual,0.041699868237703504,>,0.024572113528847694
B_DECISION_TREE,238,1,6,5,True,,,,leaf,
B_DECISION_TREE,239,2,0,0,False,ve,textual,0.0,<=,0.09965021163225174
B_DECISION_TREE,239,2,1,1,False,low,textual,0.07879595375726314,<=,0.0819011889398098
B_DECISION_TREE,239,2,2,2,False,body,textual,0.0,<=,0.11443183571100235
B_DECISION_TREE,239,2,3,3,False,pay attention,textual,0.0,<=,0.13475611060857773
B_DECISION_TREE,239,2,4,4,False,sep,textual,0.024329641195592645,<=,0.024572113528847694
B_DECISION_TREE,239,2,5,5,True,,,,leaf,
B_DECISION_TREE,241,3,0,0,False,ve,textual,0.08605502714601594,<=,0.09965021163225174
B_DECISION_TREE,241,3,1,1,False,low,textual,0.0,<=,0.0819011889398098
B_DECISION_TREE,241,3,2,2,False,body,textual,0.22290850287605177,>,0.11443183571100235
B_DECISION_TREE,241,3,8,3,False,like,textual,0.1515962869970258,>,0.027511145919561386
B_DECISION_TREE,241,3,12,4,True,,,,leaf,
